time,x,rho,u,P,e
0.0195045,-0.0252525,5.99857,19.5971,460.876,192.078
0.0195045,-0.0151515,5.99857,19.5971,460.876,192.078
0.0195045,-0.00505051,5.99857,19.5971,460.876,192.078
0.0195045,0.00505051,5.99857,19.5971,460.876,192.078
0.0195045,0.0151515,5.99855,19.5971,460.876,192.078
0.0195045,0.0252525,5.9986,19.5972,460.877,192.077
0.0195045,0.0353535,5.99864,19.5972,460.877,192.076
0.0195045,0.0454545,5.99868,19.5972,460.878,192.075
0.0195045,0.0555556,5.99872,19.5972,460.878,192.074
0.0195045,0.0656566,5.99871,19.5972,460.878,192.074
0.0195045,0.0757576,5.99874,19.5972,460.879,192.073
0.0195045,0.0858586,5.99875,19.5972,460.878,192.073
0.0195045,0.0959596,5.9988,19.5973,460.879,192.071
0.0195045,0.106061,5.99883,19.5973,460.879,192.071
0.0195045,0.116162,5.99888,19.5973,460.88,192.069
0.0195045,0.126263,5.99893,19.5973,460.881,192.068
0.0195045,0.136364,5.99895,19.5973,460.881,192.067
0.0195045,0.146465,5.99903,19.5973,460.883,192.066
0.0195045,0.156566,5.99904,19.5973,460.883,192.065
0.0195045,0.166667,5.99912,19.5973,460.884,192.063
0.0195045,0.176768,5.99913,19.5974,460.885,192.063
0.0195045,0.186869,5.9991,19.5974,460.885,192.064
0.0195045,0.19697,5.99913,19.5974,460.887,192.064
0.0195045,0.207071,5.99909,19.5974,460.886,192.065
0.0195045,0.217172,5.99914,19.5974,460.888,192.064
0.0195045,0.227273,5.99915,19.5974,460.888,192.064
0.0195045,0.237374,5.99917,19.5974,460.89,192.064
0.0195045,0.247475,5.99921,19.5975,460.891,192.063
0.0195045,0.257576,5.99919,19.5974,460.891,192.064
0.0195045,0.267677,5.99923,19.5975,460.892,192.063
0.0195045,0.277778,5.99919,19.5974,460.891,192.064
0.0195045,0.287879,5.99922,19.5975,460.891,192.063
0.0195045,0.29798,5.99921,19.5974,460.891,192.063
0.0195045,0.308081,5.99919,19.5974,460.89,192.063
0.0195045,0.318182,5.99924,19.5975,460.891,192.063
0.0195045,0.328283,5.99918,19.5974,460.89,192.064
0.0195045,0.338384,5.99924,19.5975,460.892,192.063
0.0195045,0.348485,5.99919,19.5975,460.891,192.064
0.0195045,0.358586,5.99924,19.5975,460.892,192.063
0.0195045,0.368687,5.99921,19.5975,460.892,192.064
0.0195045,0.378788,5.99922,19.5975,460.894,192.064
0.0195045,0.388889,5.99968,19.5975,460.944,192.07
0.0195045,0.39899,6.00961,19.5557,461.445,191.961
0.0195045,0.409091,7.08156,17.671,598.542,211.303
0.0195045,0.419192,12.1393,11.4379,1340.68,276.102
0.0195045,0.429293,13.1813,7.85303,1505.32,285.503
0.0195045,0.439394,14.7588,8.74592,1762.28,298.513
0.0195045,0.449495,15.4301,9.29304,1877.54,304.2
0.0195045,0.459596,14.6976,8.64436,1757.06,298.869
0.0195045,0.469697,13.8067,7.80701,1608.86,291.32
0.0195045,0.479798,13.9407,7.90206,1629.75,292.264
0.0195045,0.489899,14.7108,8.61141,1760.33,299.156
0.0195045,0.5,15.1846,9.05022,1846.37,303.986
0.0195045,0.510101,14.4986,8.53067,1742.47,300.454
0.0195045,0.520202,13.8647,7.95351,1635.03,294.819
0.0195045,0.530303,14.5119,8.33409,1700.99,293.033
0.0195045,0.540404,15.487,8.64318,1757.18,283.654
0.0195045,0.550505,16.3501,8.53484,1734.42,265.201
0.0195045,0.560606,18.1203,8.42687,1712.6,236.281
0.0195045,0.570707,21.8351,8.42885,1713.98,196.241
0.0195045,0.580808,26.1711,8.45548,1722.2,164.513
0.0195045,0.590909,29.7919,8.46038,1725.36,144.784
0.0195045,0.60101,31.969,8.46171,1726.77,135.035
0.0195045,0.611111,32.727,8.47304,1729.56,132.12
0.0195045,0.621212,32.1662,8.4685,1725.48,134.106
0.0195045,0.631313,27.8684,7.46613,1481.68,132.918
0.0195045,0.641414,12.0417,0.305404,410.028,85.127
0.0195045,0.651515,6.18324,-6.00186,49.1133,19.8574
0.0195045,0.661616,5.99366,-6.19684,46.1107,19.2331
0.0195045,0.671717,5.9924,-6.19632,46.0948,19.2305
0.0195045,0.681818,5.99242,-6.19633,46.095,19.2305
0.0195045,0.691919,5.99242,-6.19633,46.095,19.2305
0.0195045,0.70202,5.99242,-6.19633,46.095,19.2305
0.0195045,0.712121,5.99242,-6.19633,46.095,19.2305
0.0195045,0.722222,5.99242,-6.19633,46.095,19.2305
0.0195045,0.732323,5.99242,-6.19633,46.095,19.2305
0.0195045,0.742424,5.99242,-6.19633,46.095,19.2305
0.0195045,0.752525,5.99242,-6.19633,46.095,19.2305
0.0195045,0.762626,5.99242,-6.19633,46.095,19.2305
0.0195045,0.772727,5.99242,-6.19633,46.095,19.2305
0.0195045,0.782828,5.99242,-6.19633,46.095,19.2305
0.0195045,0.792929,5.99242,-6.19633,46.095,19.2305
0.0195045,0.80303,5.99242,-6.19633,46.095,19.2305
0.0195045,0.813131,5.99242,-6.19633,46.095,19.2305
0.0195045,0.823232,5.99242,-6.19633,46.095,19.2305
0.0195045,0.833333,5.99242,-6.19633,46.095,19.2305
0.0195045,0.843434,5.99242,-6.19633,46.095,19.2305
0.0195045,0.853535,5.99242,-6.19633,46.095,19.2305
0.0195045,0.863636,5.99242,-6.19633,46.095,19.2305
0.0195045,0.873737,5.99242,-6.19633,46.095,19.2305
0.0195045,0.883838,5.99242,-6.19633,46.095,19.2305
0.0195045,0.893939,5.99242,-6.19633,46.095,19.2305
0.0195045,0.90404,5.99242,-6.19633,46.095,19.2305
0.0195045,0.914141,5.99242,-6.19633,46.095,19.2305
0.0195045,0.924242,5.99242,-6.19633,46.095,19.2305
0.0195045,0.934343,5.99242,-6.19633,46.095,19.2305
0.0195045,0.944444,5.99242,-6.19633,46.095,19.2305
0.0195045,0.954545,5.99242,-6.19633,46.095,19.2305
0.0195045,0.964646,5.99242,-6.19633,46.095,19.2305
0.0195045,0.974747,5.99242,-6.19633,46.095,19.2305
0.0195045,0.984848,5.99242,-6.19633,46.095,19.2305
0.0195045,0.994949,5.99242,-6.19633,46.095,19.2305
0.0195045,1.00505,5.99242,-6.19633,46.095,19.2305
0.0195045,1.01515,5.99242,-6.19633,46.095,19.2305
0.0195045,1.02525,5.99242,-6.19633,46.095,19.2305
